zip,sic,est,n1_4,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000,year
10029,------,819,502,127,86,68,22,8,2,0,4,2006
10030,------,231,165,27,15,16,4,4,0,0,0,2006
10031,------,628,476,78,43,25,3,2,0,1,0,2006
10032,------,718,522,94,52,31,13,2,2,1,1,2006
10033,------,944,699,118,66,42,12,6,0,1,0,2006
10034,------,544,418,61,32,22,9,2,0,0,0,2006
10035,------,496,295,79,50,39,19,7,3,1,3,2006
10036,------,6269,3700,975,650,506,201,154,46,16,21,2006
10037,------,168,106,31,12,13,2,2,0,1,1,2006
10038,------,2097,1187,369,220,181,77,33,17,8,5,2006
10039,------,153,100,23,15,8,6,1,0,0,0,2006
10040,------,513,400,72,24,10,3,2,0,1,1,2006
10044,------,71,45,8,6,6,4,1,0,0,1,2006
10048,------,62,36,10,7,6,1,1,0,1,0,2006
10065,------,85,72,6,3,1,3,0,0,0,0,2006
10069,------,49,33,3,5,8,0,0,0,0,0,2006
10075,------,51,47,1,2,1,0,0,0,0,0,2006
10103,------,108,50,10,14,12,10,5,7,0,0,2006
10107,------,200,140,34,17,6,1,0,2,0,0,2006
10111,------,177,105,23,15,22,5,3,3,1,0,2006
10115,------,56,18,12,12,6,5,2,0,1,0,2006
10119,------,296,144,48,26,44,21,7,4,2,0,2006
10122,------,202,131,28,19,17,4,2,1,0,0,2006
10123,------,239,163,35,25,11,4,1,0,0,0,2006
10128,------,1681,1137,260,162,77,21,20,3,1,0,2006
10129,------,4,1,1,1,0,1,0,0,0,0,2006
10153,------,97,45,21,12,8,8,1,1,0,1,2006
10162,------,17,12,1,2,1,1,0,0,0,0,2006
10177,------,29,6,6,5,4,4,3,1,0,0,2006
10280,------,159,113,21,13,9,2,1,0,0,0,2006
10281,------,111,34,14,15,19,9,8,4,6,2,2006
10282,------,195,118,45,22,5,2,1,1,1,0,2006
10301,------,632,401,94,74,37,16,5,4,0,1,2006
10302,------,380,218,66,52,27,10,3,4,0,0,2006
10303,------,357,192,57,44,35,15,12,1,1,0,2006
10304,------,624,389,113,71,35,8,6,2,0,0,2006
10305,------,794,540,110,65,50,21,4,2,1,1,2006
10306,------,1021,648,182,93,74,12,8,1,2,1,2006
10307,------,261,197,30,25,5,2,2,0,0,0,2006
10308,------,386,284,51,31,16,4,0,0,0,0,2006
10309,------,677,449,98,66,42,11,7,3,1,0,2006
10310,------,460,283,76,55,34,5,6,1,0,0,2006
10312,------,821,559,125,86,28,18,5,0,0,0,2006
10314,------,1852,1107,306,238,132,45,16,7,1,0,2006
10451,------,726,398,110,99,75,22,15,2,3,2,2006
10452,------,646,463,78,42,51,7,4,1,0,0,2006
10453,------,549,395,66,54,25,5,3,1,0,0,2006
10454,------,557,310,85,60,73,15,11,2,1,0,2006
10455,------,639,416,98,51,42,18,8,4,1,1,2006
10456,------,491,330,68,45,35,7,1,3,1,1,2006
10457,------,681,451,95,48,63,15,5,2,0,2,2006
10458,------,1010,686,120,109,64,17,9,0,4,1,2006
10459,------,510,361,64,39,35,6,5,0,0,0,2006
10460,------,448,289,56,39,37,12,10,3,2,0,2006
10461,------,1212,776,185,137,70,16,15,5,6,2,2006
10462,------,972,627,160,99,61,10,10,2,1,2,2006
10463,------,983,672,150,82,47,15,10,6,1,0,2006
10464,------,154,95,32,12,11,0,4,0,0,0,2006
10465,------,467,309,73,34,28,17,2,3,0,1,2006
10466,------,599,393,79,62,43,6,12,2,1,1,2006
10467,------,1017,747,114,82,45,14,8,3,1,3,2006
10468,------,746,533,93,61,39,15,2,1,1,1,2006
10469,------,620,389,110,64,31,13,8,2,2,1,2006
10470,------,286,200,34,34,9,6,3,0,0,0,2006
10471,------,397,271,51,29,28,6,5,4,1,2,2006
10472,------,461,344,50,29,28,6,3,1,0,0,2006
10473,------,345,210,48,42,21,8,13,2,1,0,2006
10474,------,611,262,113,91,103,28,11,2,1,0,2006
10475,------,332,143,68,53,39,13,8,4,3,1,2006
11001,------,690,463,118,61,37,8,3,0,0,0,2006
11004,------,226,160,34,13,14,4,0,0,0,1,2006
11005,------,28,20,2,3,1,0,2,0,0,0,2006
11040,------,1454,833,248,192,115,39,21,3,0,3,2006
11096,------,311,192,44,29,30,6,8,1,1,0,2006
11101,------,2625,1274,412,373,319,148,74,16,6,3,2006
11102,------,670,456,96,72,27,10,4,3,1,1,2006
11103,------,1038,740,135,95,53,9,4,0,1,1,2006
11104,------,517,391,57,44,16,3,5,0,0,1,2006
11105,------,897,620,123,75,52,13,9,2,2,1,2006
11106,------,954,639,123,93,78,12,7,0,1,1,2006
11109,------,15,12,2,1,0,0,0,0,0,0,2006
11201,------,2420,1387,408,279,197,72,48,9,11,9,2006
11203,------,728,483,94,80,46,15,4,2,1,3,2006
11204,------,1806,1376,225,127,50,18,7,1,2,0,2006
11205,------,813,496,146,85,52,23,6,4,0,1,2006
11206,------,944,582,139,104,74,25,11,3,3,3,2006
11207,------,762,461,100,81,76,22,12,9,0,1,2006
11208,------,678,413,110,68,54,16,9,5,2,1,2006
11209,------,1820,1276,286,155,69,25,4,2,2,1,2006
11210,------,893,618,127,86,47,8,3,3,0,1,2006
11211,------,2406,1604,332,229,155,49,20,7,5,5,2006
11212,------,570,379,93,45,34,10,6,0,2,1,2006
11213,------,565,376,87,61,29,5,4,1,0,2,2006
11214,------,1579,1207,193,87,65,12,10,5,0,0,2006
11215,------,1710,1154,244,164,97,35,12,2,1,1,2006
11216,------,534,361,75,48,34,10,5,1,0,0,2006
11217,------,947,607,157,74,65,25,11,4,3,1,2006
11218,------,1331,966,173,104,60,20,6,2,0,0,2006
11219,------,2351,1705,302,203,89,32,9,7,2,2,2006
11220,------,1756,1215,232,142,116,26,18,3,3,1,2006
11221,------,423,268,73,52,23,3,2,2,0,0,2006
11222,------,1291,776,203,142,117,35,13,3,2,0,2006
11223,------,1675,1254,216,102,74,16,7,2,3,1,2006
11224,------,577,398,74,51,34,7,7,2,4,0,2006
11225,------,499,374,54,36,24,6,4,1,0,0,2006
11226,------,1015,721,136,84,49,12,10,3,0,0,2006
11228,------,719,518,86,67,39,7,1,0,0,1,2006
11229,------,1731,1290,230,115,71,15,7,0,2,1,2006
11230,------,1934,1452,256,122,63,17,20,1,0,3,2006
11231,------,876,547,149,96,61,17,5,1,0,0,2006
11232,------,1120,590,204,148,121,35,15,6,0,1,2006
11233,------,300,200,33,34,24,5,2,2,0,0,2006
11234,------,1635,1018,288,165,113,37,8,2,3,1,2006
11235,------,2086,1598,256,117,82,16,12,4,0,1,2006
11236,------,954,609,159,86,62,22,12,3,1,0,2006
11237,------,723,432,101,84,71,25,6,1,1,2,2006
11238,------,676,460,100,62,36,11,3,3,0,1,2006
11239,------,81,41,10,7,10,5,4,4,0,0,2006
11241,------,81,54,13,7,3,3,1,0,0,0,2006
11242,------,135,103,19,8,4,0,1,0,0,0,2006
11354,------,2447,1834,298,155,105,31,13,9,2,0,2006
11355,------,1641,1274,202,98,46,12,5,1,1,2,2006
11356,------,686,421,93,75,54,23,15,4,1,0,2006
11357,------,923,650,133,73,45,12,5,3,2,0,2006
11358,------,1055,824,121,67,32,8,3,0,0,0,2006
11360,------,369,257,49,37,19,3,3,0,1,0,2006
11361,------,983,711,134,75,45,13,3,1,1,0,2006
11362,------,416,296,52,33,24,6,3,1,1,0,2006
11363,------,172,122,24,11,12,3,0,0,0,0,2006
11364,------,542,408,68,35,24,5,2,0,0,0,2006
11365,------,608,412,85,50,33,16,10,1,1,0,2006
11366,------,393,261,69,38,18,6,0,0,1,0,2006
11367,------,541,395,73,44,20,5,3,1,0,0,2006
11368,------,1193,858,144,93,63,20,10,4,1,0,2006
11369,------,259,162,44,19,19,5,7,2,1,0,2006
11370,------,292,208,35,18,23,5,2,0,1,0,2006
11371,------,99,30,15,10,17,10,7,5,4,1,2006
11372,------,1527,1151,224,88,53,6,3,2,0,0,2006
11373,------,1442,1006,197,120,76,27,10,2,2,2,2006
11374,------,1086,777,132,85,56,22,7,6,1,0,2006
11375,------,2046,1438,313,165,85,27,13,1,2,2,2006
11377,------,1458,978,198,125,109,32,12,3,1,0,2006
11378,------,1045,578,167,132,95,39,26,6,1,1,2006
11379,------,514,370,68,39,20,9,7,1,0,0,2006
11385,------,1649,1148,211,137,103,27,22,1,0,0,2006
11411,------,132,86,23,12,6,4,0,1,0,0,2006
11412,------,237,169,28,22,16,2,0,0,0,0,2006
11413,------,409,210,82,71,28,10,5,2,1,0,2006
11414,------,459,313,66,41,30,7,1,1,0,0,2006
11415,------,420,307,56,31,14,5,6,1,0,0,2006
11416,------,369,229,49,42,31,9,4,4,1,0,2006
11417,------,364,258,37,31,31,3,1,1,2,0,2006
11418,------,672,471,81,52,47,11,6,2,0,2,2006
11419,------,637,490,72,50,21,4,0,0,0,0,2006
11420,------,351,268,40,24,16,1,1,1,0,0,2006
11421,------,426,318,52,32,17,4,2,0,1,0,2006
11422,------,262,164,42,36,9,10,1,0,0,0,2006
11423,------,340,228,52,32,18,7,3,0,0,0,2006
11426,------,226,166,29,14,12,3,0,2,0,0,2006
11427,------,223,162,24,18,11,5,2,0,0,1,2006
11428,------,268,169,46,25,20,7,1,0,0,0,2006
11429,------,212,137,25,22,19,4,5,0,0,0,2006
11430,------,362,110,82,44,52,30,16,15,5,8,2006
11432,------,1234,865,151,93,73,24,15,5,4,4,2006
11433,------,284,158,55,28,31,4,6,1,1,0,2006
11434,------,878,472,178,113,83,16,9,5,2,0,2006
11435,------,790,554,120,56,40,12,5,2,1,0,2006
11436,------,80,48,13,6,7,5,1,0,0,0,2006
11691,------,441,270,71,33,34,13,15,1,3,1,2006
11692,------,60,27,13,5,6,5,4,0,0,0,2006
11693,------,104,72,9,11,10,1,0,1,0,0,2006
11694,------,315,230,39,28,13,1,3,1,0,0,2006
11697,------,49,34,6,6,2,0,1,0,0,0,2006
10001,------,7549,4363,1324,840,594,229,126,38,21,14,2007
10002,------,2685,1909,374,222,127,31,17,3,1,1,2007
10003,------,4049,2415,639,439,329,121,73,15,11,7,2007
10004,------,1370,607,227,208,175,77,40,18,9,9,2007
10005,------,1273,582,215,149,165,85,52,13,8,4,2007
10006,------,863,392,169,139,96,35,22,8,1,1,2007
10007,------,1284,750,224,136,108,25,29,5,4,3,2007
10009,------,1027,725,150,83,51,7,8,2,1,0,2007
10010,------,2948,1598,536,342,275,91,73,21,4,8,2007
10011,------,3818,2211,608,431,342,123,72,24,4,3,2007
10012,------,2912,1650,528,357,252,81,37,4,2,1,2007
10013,------,5027,3180,840,487,328,107,60,10,8,7,2007
10014,------,2258,1391,337,247,147,75,45,12,3,1,2007
10016,------,5933,3327,978,738,539,193,123,21,8,6,2007
10017,------,5252,2584,948,699,529,231,166,58,24,13,2007
10018,------,6679,3545,1238,832,653,229,120,44,12,6,2007
10019,------,5033,2575,846,617,497,221,177,60,24,16,2007
10020,------,706,339,116,76,71,43,30,17,10,4,2007
10021,------,4325,2686,779,454,262,64,52,12,9,7,2007
10022,------,6782,3558,1186,868,653,267,170,41,25,14,2007
10023,------,2240,1411,323,211,161,66,40,17,5,6,2007
10024,------,1992,1311,293,201,128,43,10,2,2,2,2007
10025,------,1944,1275,307,208,107,32,9,1,3,2,2007
10026,------,330,231,38,37,17,6,1,0,0,0,2007
10027,------,911,518,119,114,102,34,13,6,2,3,2007
10028,------,2005,1200,348,286,118,31,17,3,0,2,2007
10029,------,850,530,130,84,66,29,5,2,0,4,2007
10030,------,220,150,33,17,12,3,5,0,0,0,2007
10031,------,616,465,69,47,28,3,3,0,1,0,2007
10032,------,709,527,82,59,22,13,2,2,1,1,2007
10033,------,966,715,120,65,50,10,5,0,1,0,2007
10034,------,537,415,69,25,20,6,2,0,0,0,2007
10035,------,513,295,82,57,46,20,6,3,1,3,2007
10036,------,6167,3592,972,636,515,201,163,48,18,22,2007
10037,------,181,118,32,13,13,2,2,0,0,1,2007
10038,------,1983,1119,347,220,167,68,30,15,10,7,2007
10039,------,155,103,23,16,7,4,2,0,0,0,2007
10040,------,528,411,73,29,6,3,4,0,1,1,2007
10044,------,79,52,9,7,8,2,1,0,0,0,2007
10048,------,24,14,5,1,2,0,2,0,0,0,2007
10065,------,836,401,181,148,81,21,2,1,0,1,2007
10069,------,56,38,5,2,11,0,0,0,0,0,2007
10075,------,465,293,81,52,35,4,0,0,0,0,2007
10103,------,104,44,15,13,12,9,7,3,1,0,2007
10107,------,222,160,38,13,9,0,1,1,0,0,2007
10111,------,165,92,28,18,16,5,2,3,1,0,2007
10115,------,66,24,9,16,11,2,3,0,1,0,2007
10119,------,301,147,45,30,47,17,10,2,2,1,2007
10122,------,170,100,26,21,17,2,3,1,0,0,2007
10123,------,241,161,42,18,13,5,1,1,0,0,2007
10128,------,1723,1160,272,166,87,16,18,2,2,0,2007
10129,------,3,0,1,1,0,1,0,0,0,0,2007
10153,------,101,41,14,18,13,7,1,5,1,1,2007
10162,------,17,14,1,1,0,1,0,0,0,0,2007
10177,------,33,10,5,6,3,3,5,1,0,0,2007
10280,------,176,119,27,17,8,2,3,0,0,0,2007
10281,------,153,40,28,21,28,11,9,8,5,3,2007
10282,------,229,144,49,20,6,5,2,2,1,0,2007
10301,------,624,385,101,68,44,16,5,4,0,1,2007
10302,------,386,225,66,53,26,8,5,3,0,0,2007
10303,------,369,198,70,40,31,16,13,1,0,0,2007
10304,------,600,385,108,55,37,7,4,3,1,0,2007
10305,------,807,526,124,70,55,21,6,3,1,1,2007
10306,------,1037,681,160,105,68,11,9,0,2,1,2007
10307,------,261,184,42,24,8,1,2,0,0,0,2007
10308,------,399,287,59,33,18,2,0,0,0,0,2007
10309,------,700,463,105,68,39,14,6,4,1,0,2007
10310,------,472,285,87,52,35,6,4,2,0,1,2007
10312,------,842,573,141,70,38,15,5,0,0,0,2007
10314,------,1861,1096,305,246,140,47,20,5,2,0,2007
10451,------,734,419,114,87,67,24,14,4,3,2,2007
10452,------,638,463,71,47,40,10,6,1,0,0,2007
10453,------,578,410,71,57,30,6,4,0,0,0,2007
10454,------,555,309,89,67,61,18,10,1,0,0,2007
10455,------,634,406,101,55,45,14,9,4,0,0,2007
10456,------,517,360,63,39,39,10,1,3,1,1,2007
10457,------,688,456,89,58,64,11,6,2,0,2,2007
10458,------,962,646,121,99,65,18,8,1,3,1,2007
10459,------,505,341,72,43,38,7,4,0,0,0,2007
10460,------,453,287,64,43,38,8,10,1,2,0,2007
10461,------,1230,776,203,134,70,23,12,5,6,1,2007
10462,------,970,627,154,98,59,14,13,1,2,2,2007
10463,------,1004,698,148,87,43,11,11,4,2,0,2007
10464,------,152,99,27,12,12,1,1,0,0,0,2007
10465,------,467,301,71,47,24,16,3,4,0,1,2007
10466,------,598,396,81,61,43,6,6,4,0,1,2007
10467,------,993,717,118,82,51,10,8,3,1,3,2007
10468,------,757,540,91,65,41,13,4,1,1,1,2007
10469,------,616,395,112,54,30,10,11,2,2,0,2007
10470,------,285,202,33,29,13,3,5,0,0,0,2007
10471,------,397,263,54,30,32,6,5,4,1,2,2007
10472,------,457,341,46,31,28,7,4,0,0,0,2007
10473,------,323,193,39,40,28,8,11,3,1,0,2007
10474,------,689,285,129,109,115,34,13,4,0,0,2007
10475,------,347,155,69,56,40,17,3,4,2,1,2007
11001,------,681,458,105,61,44,8,5,0,0,0,2007
11004,------,238,174,35,14,10,4,0,0,0,1,2007
11005,------,39,31,2,3,0,1,2,0,0,0,2007
11040,------,1488,898,239,169,126,36,13,4,1,2,2007
11096,------,311,191,52,36,16,9,6,1,0,0,2007
11101,------,2695,1279,460,365,339,148,78,16,7,3,2007
11102,------,658,455,96,63,29,6,5,2,1,1,2007
11103,------,1094,789,152,81,55,9,5,1,1,1,2007
11104,------,527,403,58,41,16,4,4,0,0,1,2007
11105,------,885,603,140,68,48,12,10,1,3,0,2007
11106,------,963,628,133,100,71,19,8,1,2,1,2007
11109,------,20,18,1,1,0,0,0,0,0,0,2007
11201,------,2430,1406,393,295,181,82,43,11,11,8,2007
11203,------,733,469,112,73,50,16,6,2,1,4,2007
11204,------,1858,1417,237,132,51,14,4,2,1,0,2007
11205,------,856,515,162,90,58,19,7,4,0,1,2007
11206,------,953,589,139,102,81,22,10,4,2,4,2007
11207,------,793,482,94,90,85,21,11,8,1,1,2007
11208,------,685,415,99,81,59,16,8,5,1,1,2007
11209,------,1800,1267,269,154,78,22,4,4,1,1,2007
11210,------,887,597,137,82,56,9,2,3,1,0,2007
11211,------,2425,1609,366,228,145,41,19,10,4,3,2007
11212,------,587,399,74,58,37,10,5,0,3,1,2007
11213,------,556,375,85,58,31,2,4,0,0,1,2007
11214,------,1549,1190,178,100,53,12,11,4,1,0,2007
11215,------,1772,1189,265,176,95,33,9,3,1,1,2007
11216,------,541,368,78,46,35,11,3,0,0,0,2007
11217,------,1010,642,156,100,70,26,9,3,3,1,2007
11218,------,1377,993,183,112,64,17,6,2,0,0,2007
11219,------,2391,1753,326,180,86,26,12,4,2,2,2007
11220,------,1894,1288,274,151,126,27,20,5,2,1,2007
11221,------,460,305,68,56,26,0,3,2,0,0,2007
11222,------,1315,793,199,150,120,33,13,3,3,1,2007
11223,------,1780,1352,226,111,64,11,10,2,2,2,2007
11224,------,601,417,85,46,37,5,6,2,3,0,2007
11225,------,514,381,65,34,23,6,4,1,0,0,2007
11226,------,1049,769,110,96,51,14,7,1,1,0,2007
11228,------,751,540,98,69,36,5,2,0,1,0,2007
11229,------,1791,1330,248,114,74,14,8,1,1,1,2007
11230,------,1934,1440,273,124,59,16,16,4,0,2,2007
11231,------,912,561,144,105,76,15,6,4,1,0,2007
11232,------,1159,627,184,166,121,36,18,5,1,1,2007
11233,------,315,216,34,34,18,7,4,2,0,0,2007
11234,------,1609,1007,285,164,101,39,7,1,4,1,2007
11235,------,2151,1668,239,131,75,24,9,4,0,1,2007
11236,------,924,565,165,84,72,24,10,3,1,0,2007
11237,------,758,457,96,107,69,19,8,1,0,1,2007
11238,------,668,467,90,65,30,10,3,2,0,1,2007
11239,------,82,40,12,5,9,8,5,3,0,0,2007
11241,------,73,51,10,6,3,2,1,0,0,0,2007
11242,------,129,98,16,9,5,0,1,0,0,0,2007
11354,------,2487,1865,308,156,103,30,12,10,3,0,2007
11355,------,1708,1333,208,89,54,13,6,1,2,2,2007
11356,------,703,446,80,84,54,21,11,6,0,1,2007
11357,------,926,639,137,82,45,15,4,2,2,0,2007
11358,------,1110,884,116,74,27,6,3,0,0,0,2007
11360,------,369,254,49,39,19,5,2,0,1,0,2007
11361,------,989,718,126,82,40,16,4,1,1,1,2007
11362,------,425,305,43,41,25,6,3,1,1,0,2007
11363,------,182,145,17,7,10,3,0,0,0,0,2007
11364,------,530,412,57,34,22,3,2,0,0,0,2007
11365,------,617,418,87,45,41,13,11,1,1,0,2007
11366,------,403,283,54,43,18,4,1,0,0,0,2007
11367,------,566,413,83,44,18,4,3,1,0,0,2007
11368,------,1188,862,153,87,55,18,9,3,1,0,2007
11369,------,253,177,21,23,17,4,7,3,1,0,2007
11370,------,277,195,37,16,23,3,1,1,1,0,2007
11371,------,100,28,18,12,13,10,9,6,3,1,2007
11372,------,1545,1167,220,96,46,12,2,2,0,0,2007
11373,------,1416,966,204,131,81,21,7,2,2,2,2007
11374,------,1072,771,127,85,55,21,7,3,3,0,2007
11375,------,2064,1463,299,180,77,27,10,4,2,2,2007
11377,------,1494,1004,202,131,102,32,18,2,2,1,2007
11378,------,1095,614,178,124,101,44,26,6,1,1,2007
11379,------,538,403,59,34,23,12,6,1,0,0,2007
11385,------,1656,1129,208,152,120,28,17,2,0,0,2007
11411,------,130,88,20,13,5,3,0,1,0,0,2007
11412,------,231,159,26,27,16,3,0,0,0,0,2007
11413,------,418,241,66,65,29,13,2,1,1,0,2007
11414,------,463,316,65,45,28,7,1,1,0,0,2007
11415,------,412,292,66,29,12,5,6,2,0,0,2007
11416,------,365,236,46,33,30,11,4,4,1,0,2007
11417,------,372,265,44,27,29,3,2,1,1,0,2007
11418,------,650,434,95,60,36,15,7,1,0,2,2007
11419,------,632,487,75,46,20,3,1,0,0,0,2007
11420,------,361,283,31,31,14,1,0,1,0,0,2007
11421,------,426,312,66,24,18,4,0,1,1,0,2007
11422,------,312,195,54,38,15,9,1,0,0,0,2007
11423,------,343,231,58,32,13,7,1,1,0,0,2007
11426,------,228,172,29,14,9,2,0,2,0,0,2007
11427,------,220,159,26,16,9,7,2,0,0,1,2007
11428,------,295,201,42,28,18,4,1,1,0,0,2007
11429,------,198,129,25,17,19,4,4,0,0,0,2007
11430,------,362,116,68,53,51,28,18,17,4,7,2007
11432,------,1227,854,156,104,71,18,13,5,4,2,2007
11433,------,285,163,50,33,26,4,7,2,0,0,2007
11434,------,924,509,192,112,77,21,7,3,3,0,2007
11435,------,780,529,126,74,33,10,7,0,1,0,2007
11436,------,84,49,13,11,6,3,2,0,0,0,2007
11691,------,447,270,66,48,35,7,13,4,3,1,2007
11692,------,69,37,11,6,5,5,5,0,0,0,2007
11693,------,110,73,16,8,10,2,0,1,0,0,2007
11694,------,332,239,41,31,14,2,4,1,0,0,2007
11697,------,48,32,9,5,1,0,1,0,0,0,2007
10001,------,7472,4281,1320,812,615,235,132,40,24,13,2008
10002,------,2691,1896,386,228,124,35,18,3,0,1,2008
10003,------,4071,2405,620,463,351,111,84,19,11,7,2008
10004,------,1376,613,223,212,171,85,38,17,11,6,2008
10005,------,1291,609,203,165,158,85,45,13,7,6,2008
10006,------,845,388,162,122,101,36,29,6,0,1,2008
10007,------,1313,766,231,143,101,31,24,10,3,4,2008
10009,------,1066,751,146,105,49,6,7,2,0,0,2008
10010,------,3000,1614,532,370,277,97,75,23,5,7,2008
10011,------,3887,2244,624,428,363,113,85,18,7,5,2008
10012,------,2918,1630,529,364,270,73,43,7,1,1,2008
10013,------,5094,3169,872,515,337,118,56,16,5,6,2008
10014,------,2276,1353,368,254,158,77,44,17,4,1,2008
10016,------,5906,3258,1010,747,525,200,126,29,5,6,2008
10017,------,5271,2517,979,721,554,232,167,65,22,14,2008
10018,------,6551,3380,1242,828,678,239,125,39,13,7,2008
10019,------,5035,2567,843,616,481,248,169,69,24,18,2008
10020,------,701,331,116,70,83,39,32,16,10,4,2008
10021,------,4175,2556,767,438,264,70,50,16,7,7,2008
10022,------,6755,3463,1195,916,645,281,174,43,22,16,2008
10023,------,2251,1393,334,229,151,73,43,17,5,6,2008
10024,------,1969,1290,278,214,129,39,13,2,2,2,2008
10025,------,1934,1244,293,221,122,38,11,0,3,2,2008
10026,------,346,249,39,26,24,7,1,0,0,0,2008
10027,------,923,522,127,117,100,36,14,3,1,3,2008
10028,------,1983,1181,341,294,107,40,18,0,0,2,2008
10029,------,895,567,135,94,58,25,10,2,0,4,2008
10030,------,221,150,28,21,13,3,6,0,0,0,2008
10031,------,639,486,74,46,26,4,2,0,1,0,2008
10032,------,691,494,98,53,24,15,3,2,1,1,2008
10033,------,946,678,128,69,53,11,5,1,0,1,2008
10034,------,545,425,64,30,16,6,4,0,0,0,2008
10035,------,528,310,82,57,41,25,7,2,1,3,2008
10036,------,6098,3509,965,624,528,204,180,52,16,20,2008
10037,------,187,117,35,16,10,6,1,1,0,1,2008
10038,------,1987,1097,349,239,175,63,34,14,10,6,2008
10039,------,156,99,27,17,7,4,2,0,0,0,2008
10040,------,510,398,69,28,8,2,3,0,1,1,2008
10044,------,87,56,8,10,8,3,1,0,0,1,2008
10065,------,954,479,201,154,87,24,7,1,0,1,2008
10069,------,67,47,9,7,4,0,0,0,0,0,2008
10075,------,519,329,89,61,33,6,0,1,0,0,2008
10103,------,111,57,11,13,11,9,6,3,1,0,2008
10107,------,228,162,34,21,7,2,2,0,0,0,2008
10111,------,165,95,25,18,15,8,1,3,0,0,2008
10115,------,69,26,12,13,9,5,3,0,1,0,2008
10119,------,305,139,46,40,44,21,10,2,2,1,2008
10122,------,159,96,22,21,12,4,3,1,0,0,2008
10123,------,232,149,44,22,11,4,1,1,0,0,2008
10128,------,1698,1116,277,172,82,26,19,3,2,1,2008
10129,------,3,0,1,1,0,1,0,0,0,0,2008
10153,------,91,31,13,15,14,10,2,3,2,1,2008
10162,------,18,15,1,0,1,0,1,0,0,0,2008
10177,------,34,7,6,7,3,5,4,1,1,0,2008
10280,------,179,120,26,18,11,1,3,0,0,0,2008
10281,------,162,53,21,16,32,14,8,10,5,3,2008
10282,------,203,144,34,10,6,4,3,2,0,0,2008
10301,------,643,404,103,64,51,10,6,4,0,1,2008
10302,------,398,233,62,56,30,10,3,4,0,0,2008
10303,------,376,204,65,44,35,14,12,1,1,0,2008
10304,------,622,412,100,61,34,5,7,2,1,0,2008
10305,------,815,531,122,77,53,22,4,4,1,1,2008
10306,------,1027,659,166,113,66,11,8,1,2,1,2008
10307,------,262,190,33,23,12,3,1,0,0,0,2008
10308,------,386,278,51,39,15,3,0,0,0,0,2008
10309,------,687,435,117,65,49,10,7,3,1,0,2008
10310,------,466,295,66,64,26,8,5,1,0,1,2008
10312,------,847,590,121,80,34,15,6,1,0,0,2008
10314,------,1849,1077,317,241,144,39,25,4,2,0,2008
10451,------,750,429,115,85,73,22,17,5,2,2,2008
10452,------,638,450,87,46,36,12,5,2,0,0,2008
10453,------,585,414,77,51,34,4,4,1,0,0,2008
10454,------,569,315,90,70,60,22,10,2,0,0,2008
10455,------,663,423,103,69,38,15,11,4,0,0,2008
10456,------,541,378,66,39,40,12,1,4,0,1,2008
10457,------,689,455,91,66,50,18,6,1,0,2,2008
10458,------,999,677,130,94,63,19,10,1,4,1,2008
10459,------,504,337,75,43,35,9,5,0,0,0,2008
10460,------,469,310,56,45,34,8,10,4,2,0,2008
10461,------,1237,788,203,121,78,19,17,3,7,1,2008
10462,------,969,626,154,98,58,15,13,1,2,2,2008
10463,------,1006,696,148,84,48,13,12,3,2,0,2008
10464,------,149,99,25,9,13,1,2,0,0,0,2008
10465,------,478,317,67,40,27,16,6,4,0,1,2008
10466,------,587,398,72,59,41,7,4,5,0,1,2008
10467,------,1024,745,124,75,55,10,8,3,1,3,2008
10468,------,733,522,96,55,43,11,3,1,1,1,2008
10469,------,628,403,107,56,35,11,11,4,1,0,2008
10470,------,279,191,36,29,14,4,5,0,0,0,2008
10471,------,404,264,60,31,30,8,4,4,1,2,2008
10472,------,480,364,44,34,27,5,5,0,1,0,2008
10473,------,328,191,45,39,29,9,10,5,0,0,2008
10474,------,709,291,140,117,106,38,13,4,0,0,2008
10475,------,348,163,67,52,38,17,4,3,3,1,2008
11001,------,682,449,108,72,42,7,3,1,0,0,2008
11004,------,227,162,34,12,12,6,0,0,0,1,2008
11005,------,34,25,3,3,0,1,2,0,0,0,2008
11040,------,1503,913,231,184,119,37,13,3,1,2,2008
11096,------,300,189,45,33,19,7,6,1,0,0,2008
11101,------,2723,1271,457,378,356,148,83,22,6,2,2008
11102,------,671,469,94,63,26,12,2,3,1,1,2008
11103,------,1111,798,166,75,57,4,8,1,1,1,2008
11104,------,530,393,64,42,19,4,5,1,1,1,2008
11105,------,893,599,134,76,58,9,13,1,3,0,2008
11106,------,967,610,157,100,69,19,9,1,1,1,2008
11109,------,26,22,2,2,0,0,0,0,0,0,2008
11201,------,2462,1384,416,300,209,76,46,12,12,7,2008
11203,------,721,464,105,76,46,16,7,1,2,4,2008
11204,------,1826,1396,226,125,52,20,2,4,1,0,2008
11205,------,895,529,189,78,66,22,6,4,0,1,2008
11206,------,982,624,135,98,86,18,14,3,0,4,2008
11207,------,806,486,109,78,85,25,15,4,3,1,2008
11208,------,683,422,93,84,50,20,9,3,1,1,2008
11209,------,1841,1315,262,158,74,20,6,4,1,1,2008
11210,------,906,618,129,86,57,10,2,3,0,1,2008
11211,------,2555,1693,375,252,157,41,21,10,3,3,2008
11212,------,602,408,92,46,36,11,5,0,3,1,2008
