zip,sic,est,n1_4,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000,year
10001,----,6999,4092,1245,776,551,185,102,21,20,7,1994
10002,----,1784,1253,247,142,103,25,11,1,2,0,1994
10003,----,3256,1958,530,340,256,88,62,11,4,7,1994
10004,----,1115,519,184,140,137,62,49,13,7,4,1994
10005,----,1076,498,167,145,128,64,40,17,10,7,1994
10006,----,1061,493,183,150,130,53,32,10,9,1,1994
10007,----,1307,784,231,121,98,32,21,16,1,3,1994
10009,----,634,434,91,57,34,11,5,1,1,0,1994
10010,----,3019,1721,534,347,257,81,53,12,5,9,1994
10011,----,3301,2006,492,378,260,88,48,19,5,5,1994
10012,----,2385,1478,439,260,145,46,13,2,1,1,1994
10013,----,5318,3234,837,547,483,162,40,9,4,2,1994
10014,----,1733,1066,265,179,135,39,29,13,3,4,1994
10016,----,5718,3327,999,637,465,158,91,23,12,6,1994
10017,----,5684,2926,970,729,587,217,167,53,24,11,1994
10018,----,6059,3050,1160,889,647,196,92,13,8,4,1994
10019,----,4750,2647,789,503,403,179,144,49,23,13,1994
10020,----,651,298,110,78,78,32,25,17,8,5,1994
10021,----,5092,3181,922,544,295,77,47,11,8,7,1994
10022,----,6433,3453,1100,816,616,243,136,38,18,13,1994
10023,----,2021,1309,288,202,126,43,31,16,2,4,1994
10024,----,1696,1140,276,145,87,32,11,2,3,0,1994
10025,----,1566,1074,254,133,75,15,9,2,2,2,1994
10026,----,134,101,17,10,3,3,0,0,0,0,1994
10027,----,683,412,100,78,59,15,12,2,3,2,1994
10028,----,1772,1118,301,225,92,27,7,1,0,1,1994
10029,----,637,408,100,66,38,13,3,3,2,4,1994
10030,----,151,105,18,18,8,2,0,0,0,0,1994
10031,----,412,309,52,23,17,4,6,0,1,0,1994
10032,----,573,427,74,37,26,5,1,0,2,1,1994
10033,----,773,601,102,37,23,4,5,0,0,1,1994
10034,----,457,373,42,18,13,5,3,1,2,0,1994
10035,----,348,197,70,44,24,5,3,2,0,3,1994
10036,----,5877,3520,981,624,394,170,126,32,18,12,1994
10037,----,145,70,34,24,9,5,0,1,1,1,1994
10038,----,2037,1058,394,252,181,71,48,19,10,4,1994
10039,----,78,44,12,8,12,2,0,0,0,0,1994
10040,----,411,347,34,16,6,4,2,0,2,0,1994
10044,----,67,45,10,2,5,3,0,0,0,2,1994
10048,----,964,373,227,176,118,29,23,9,5,4,1994
10103,----,113,47,29,14,9,6,4,2,2,0,1994
10107,----,236,173,28,18,9,3,3,2,0,0,1994
10111,----,158,85,26,23,14,4,6,0,0,0,1994
10115,----,57,21,12,10,5,2,4,2,1,0,1994
10119,----,207,105,35,25,23,6,8,2,2,1,1994
10122,----,330,246,51,22,7,2,2,0,0,0,1994
10123,----,241,172,41,17,7,4,0,0,0,0,1994
10128,----,1435,982,225,124,66,15,19,3,0,1,1994
10129,----,2,1,0,0,0,1,0,0,0,0,1994
10153,----,124,58,22,17,13,6,4,2,1,1,1994
10162,----,17,13,2,0,0,2,0,0,0,0,1994
10177,----,49,23,4,5,5,5,6,1,0,0,1994
10280,----,109,67,13,15,14,0,0,0,0,0,1994
10281,----,608,220,150,111,80,33,9,3,1,1,1994
10282,----,1,0,0,0,1,0,0,0,0,0,1994
10301,----,552,343,94,59,28,20,6,2,0,0,1994
10302,----,364,218,58,48,23,6,9,2,0,0,1994
10303,----,295,161,56,26,34,12,5,1,0,0,1994
10304,----,472,295,87,44,27,6,8,3,1,1,1994
10305,----,597,388,83,63,39,15,5,2,0,2,1994
10306,----,847,567,146,62,52,7,10,0,2,1,1994
10307,----,175,121,33,13,4,2,1,1,0,0,1994
10308,----,316,232,46,24,13,1,0,0,0,0,1994
10309,----,366,242,65,32,18,6,1,1,0,1,1994
10310,----,487,322,81,48,24,5,4,2,0,1,1994
10312,----,738,534,120,52,20,8,4,0,0,0,1994
10314,----,1431,899,242,161,83,23,17,4,2,0,1994
10451,----,693,405,100,66,76,24,9,9,3,1,1994
10452,----,438,342,41,24,18,5,6,1,1,0,1994
10453,----,441,320,62,22,25,4,7,1,0,0,1994
10454,----,452,237,77,39,65,23,11,0,0,0,1994
10455,----,456,291,69,50,28,11,4,3,0,0,1994
10456,----,355,229,60,28,26,7,2,1,1,1,1994
10457,----,559,384,67,53,40,7,3,1,2,2,1994
10458,----,934,652,125,75,55,13,5,5,2,2,1994
10459,----,408,278,55,33,23,13,6,0,0,0,1994
10460,----,349,243,37,25,30,6,6,1,0,1,1994
10461,----,1135,745,198,90,63,18,11,4,4,2,1994
10462,----,889,564,160,89,50,10,8,5,1,2,1994
10463,----,955,686,133,81,33,9,9,4,0,0,1994
10464,----,146,86,28,24,3,4,1,0,0,0,1994
10465,----,423,286,61,37,25,11,1,1,0,1,1994
10466,----,528,362,64,52,34,10,4,0,1,1,1994
10467,----,938,701,108,64,38,12,11,0,2,2,1994
10468,----,664,508,63,36,42,5,3,5,0,2,1994
10469,----,547,346,99,50,31,11,8,1,1,0,1994
10470,----,279,209,28,20,14,5,3,0,0,0,1994
10471,----,420,308,46,26,21,9,5,2,2,1,1994
10472,----,406,297,52,24,25,3,4,0,0,1,1994
10473,----,269,178,28,33,11,7,6,5,1,0,1994
10474,----,542,209,117,78,93,31,11,2,1,0,1994
10475,----,271,155,52,28,23,5,5,1,1,1,1994
11001,----,669,452,89,81,32,10,5,0,0,0,1994
11004,----,194,135,27,18,11,2,0,0,0,1,1994
11005,----,39,28,4,5,1,0,1,0,0,0,1994
11040,----,1422,829,268,155,104,35,21,4,3,3,1994
11096,----,81,65,12,2,0,2,0,0,0,0,1994
11101,----,2414,1081,448,359,301,130,71,16,5,3,1994
11102,----,497,356,66,38,27,4,3,1,2,0,1994
11103,----,877,623,136,68,41,6,2,0,0,1,1994
11104,----,438,325,56,32,18,5,1,0,0,1,1994
11105,----,702,504,95,50,28,11,9,4,0,1,1994
11106,----,801,499,119,84,61,30,8,0,0,0,1994
11201,----,2047,1217,327,212,168,57,39,13,7,7,1994
11203,----,660,454,83,55,41,15,7,0,1,4,1994
11204,----,1287,1014,136,72,41,14,8,1,1,0,1994
11205,----,609,304,120,79,69,20,14,2,0,1,1994
11206,----,782,472,98,85,83,20,12,7,1,4,1994
11207,----,620,344,96,71,72,23,9,4,1,0,1994
11208,----,541,310,81,66,54,15,14,1,0,0,1994
11209,----,1552,1127,229,122,54,9,7,1,1,2,1994
11210,----,763,537,112,57,48,3,4,2,0,0,1994
11211,----,1718,1048,261,196,130,53,19,4,5,2,1994
11212,----,505,341,74,46,25,10,6,0,2,1,1994
11213,----,406,277,53,43,26,4,1,1,0,1,1994
11214,----,1096,813,152,73,38,10,6,4,0,0,1994
11215,----,1256,839,207,111,61,24,10,1,2,1,1994
11216,----,445,300,57,39,36,7,5,1,0,0,1994
11217,----,680,439,120,51,43,11,11,3,2,0,1994
11218,----,985,691,131,93,44,16,6,3,0,1,1994
11219,----,1650,1178,240,117,71,26,14,2,1,1,1994
11220,----,1164,740,173,110,96,34,8,0,2,1,1994
11221,----,343,234,50,36,15,6,1,1,0,0,1994
11222,----,1061,591,175,122,115,37,15,2,4,0,1994
11223,----,1219,895,156,101,47,13,6,1,0,0,1994
11224,----,410,289,45,31,29,8,4,2,1,1,1994
11225,----,381,284,41,26,22,2,6,0,0,0,1994
11226,----,879,631,129,61,34,14,8,1,0,1,1994
11228,----,610,442,93,46,25,2,0,1,0,1,1994
11229,----,1287,964,164,94,48,8,7,1,1,0,1994
11230,----,1411,1069,174,82,53,18,10,1,3,1,1994
11231,----,620,356,103,87,45,17,11,0,1,0,1994
11232,----,880,436,160,135,90,37,20,1,1,0,1994
11233,----,253,185,22,21,14,5,4,0,1,1,1994
11234,----,1554,995,249,166,103,34,5,0,2,0,1994
11235,----,1488,1116,196,86,57,18,10,2,1,2,1994
11236,----,1019,686,157,84,60,18,8,3,3,0,1994
11237,----,648,346,80,94,82,28,16,0,1,1,1994
11238,----,504,303,72,51,59,8,8,2,0,1,1994
11239,----,51,31,8,3,6,1,1,1,0,0,1994
11241,----,81,57,12,5,6,0,1,0,0,0,1994
11242,----,120,93,12,8,3,3,1,0,0,0,1994
11354,----,1557,1073,210,136,88,26,15,6,3,0,1994
11355,----,969,741,116,55,38,8,6,2,2,1,1994
11356,----,475,267,78,63,43,13,8,3,0,0,1994
11357,----,781,546,115,62,37,11,10,0,0,0,1994
11358,----,786,583,105,50,39,4,5,0,0,0,1994
11360,----,294,193,54,26,18,2,0,1,0,0,1994
11361,----,813,558,123,69,46,12,4,0,1,0,1994
11362,----,334,226,53,22,24,3,1,4,1,0,1994
11363,----,169,115,28,13,8,4,1,0,0,0,1994
11364,----,440,324,62,37,12,4,0,1,0,0,1994
11365,----,492,335,72,46,27,4,7,1,0,0,1994
11366,----,329,231,47,30,17,1,2,0,1,0,1994
11367,----,460,351,51,26,20,7,3,1,1,0,1994
11368,----,888,599,147,67,55,9,7,2,2,0,1994
11369,----,181,113,29,16,13,6,1,3,0,0,1994
11370,----,224,162,19,17,20,3,2,1,0,0,1994
11371,----,50,10,5,6,7,7,7,3,3,2,1994
11372,----,1229,969,146,59,46,6,2,1,0,0,1994
11373,----,1147,787,171,99,49,19,12,6,2,2,1994
11374,----,830,594,97,63,44,19,10,2,1,0,1994
11375,----,1868,1346,270,144,70,16,14,4,3,1,1994
11377,----,1312,910,159,105,89,29,18,1,1,0,1994
11378,----,903,491,166,99,70,45,25,5,1,1,1994
11379,----,396,274,58,33,18,5,7,1,0,0,1994
11385,----,1427,879,214,140,132,40,20,2,0,0,1994
11411,----,104,71,14,8,9,2,0,0,0,0,1994
11412,----,157,111,16,15,11,4,0,0,0,0,1994
11413,----,331,192,60,39,29,6,3,1,0,1,1994
11414,----,433,307,65,33,20,6,2,0,0,0,1994
11415,----,314,229,43,21,15,2,3,0,0,1,1994
11416,----,334,199,53,36,31,11,3,1,0,0,1994
11417,----,371,241,67,28,27,4,2,1,0,1,1994
11418,----,576,363,92,62,45,7,4,1,1,1,1994
11419,----,405,295,62,30,15,1,2,0,0,0,1994
11420,----,225,163,33,14,12,2,0,1,0,0,1994
11421,----,330,243,43,23,17,2,2,0,0,0,1994
11422,----,267,167,45,27,18,9,1,0,0,0,1994
11423,----,263,177,39,29,12,3,3,0,0,0,1994
11426,----,326,225,48,25,16,4,5,2,1,0,1994
11427,----,170,122,18,12,10,6,1,0,0,1,1994
11428,----,197,139,31,12,12,3,0,0,0,0,1994
11429,----,160,105,18,19,13,3,2,0,0,0,1994
11430,----,274,93,45,42,40,12,20,12,5,5,1994
11432,----,1002,688,130,95,47,21,9,5,4,3,1994
11433,----,226,111,42,32,28,6,6,1,0,0,1994
11434,----,760,429,138,99,62,16,10,6,0,0,1994
11435,----,586,393,96,45,35,14,2,1,0,0,1994
11436,----,51,30,8,6,5,1,1,0,0,0,1994
11691,----,401,257,59,27,32,12,9,2,0,3,1994
11692,----,66,35,10,7,6,5,3,0,0,0,1994
11693,----,95,64,10,14,5,1,1,0,0,0,1994
11694,----,294,212,39,27,8,3,5,0,0,0,1994
11697,----,33,24,3,3,2,0,1,0,0,0,1994
10001,----,7088,4124,1264,815,543,189,108,19,16,10,1995
10002,----,1819,1278,253,159,88,27,10,2,2,0,1995
10003,----,3377,2008,555,373,263,90,56,19,3,10,1995
10004,----,1124,541,174,138,139,66,43,13,6,4,1995
10005,----,1109,505,171,165,135,60,40,18,10,5,1995
10006,----,1002,446,176,152,125,47,41,10,3,2,1995
10007,----,1274,746,218,140,100,30,25,11,1,3,1995
10009,----,633,434,94,51,36,10,6,1,1,0,1995
10010,----,2987,1671,536,345,261,90,47,20,8,9,1995
10011,----,3340,2022,537,347,270,85,48,22,6,3,1995
10012,----,2485,1502,466,274,169,55,15,3,0,1,1995
10013,----,5664,3512,896,561,490,148,44,7,4,2,1995
10014,----,1787,1101,274,185,139,46,23,14,3,2,1995
10016,----,5898,3432,1001,665,488,179,96,23,8,6,1995
10017,----,5830,3009,995,776,561,226,172,60,19,12,1995
10018,----,6116,3133,1166,845,661,195,81,21,11,3,1995
10019,----,5005,2785,845,530,406,212,151,40,21,15,1995
10020,----,667,306,113,73,80,38,26,14,13,4,1995
10021,----,5119,3215,911,537,296,86,46,12,9,7,1995
10022,----,6629,3543,1127,854,639,254,146,31,20,15,1995
10023,----,2090,1343,299,210,134,46,35,16,4,3,1995
10024,----,1704,1145,269,150,90,31,15,1,3,0,1995
10025,----,1571,1055,281,128,78,16,7,3,0,3,1995
10026,----,161,123,20,11,5,1,1,0,0,0,1995
10027,----,692,419,108,73,59,15,10,5,1,2,1995
10028,----,1727,1103,297,200,96,21,8,1,0,1,1995
10029,----,656,426,93,63,45,16,5,3,1,4,1995
10030,----,162,107,28,14,10,3,0,0,0,0,1995
10031,----,448,346,44,31,16,5,5,0,1,0,1995
10032,----,571,425,71,43,21,5,2,1,2,1,1995
10033,----,817,640,103,37,24,6,6,0,0,1,1995
10034,----,457,365,51,19,12,5,3,0,2,0,1995
10035,----,345,199,62,47,22,8,2,2,0,3,1995
10036,----,5949,3560,978,631,411,179,127,34,20,9,1995
10037,----,141,74,33,17,10,4,0,2,0,1,1995
10038,----,2083,1122,379,249,182,73,43,20,10,5,1995
10039,----,78,45,13,11,7,2,0,0,0,0,1995
10040,----,442,363,41,25,5,4,2,0,2,0,1995
10044,----,66,45,8,2,6,3,0,0,0,2,1995
10048,----,990,390,226,176,124,29,26,10,5,4,1995
10103,----,134,70,25,15,8,8,7,1,0,0,1995
10107,----,236,171,31,16,11,4,1,2,0,0,1995
10111,----,185,112,31,21,11,4,6,0,0,0,1995
10115,----,62,22,16,10,5,4,3,2,0,0,1995
10119,----,212,112,34,18,26,7,11,4,0,0,1995
10122,----,354,270,49,23,9,2,1,0,0,0,1995
10123,----,248,179,39,17,9,3,1,0,0,0,1995
10128,----,1528,1047,235,133,74,18,18,2,0,1,1995
10129,----,4,3,0,0,0,1,0,0,0,0,1995
10153,----,127,62,22,14,15,6,4,1,2,1,1995
10162,----,18,14,2,1,0,1,0,0,0,0,1995
10177,----,51,23,6,7,4,5,6,0,0,0,1995
10280,----,117,75,13,20,6,3,0,0,0,0,1995
10281,----,623,234,160,111,80,22,10,3,1,2,1995
10282,----,1,0,0,0,1,0,0,0,0,0,1995
10301,----,552,350,82,59,34,20,4,2,1,0,1995
10302,----,361,204,62,53,21,10,7,4,0,0,1995
10303,----,309,165,59,39,25,11,9,1,0,0,1995
10304,----,499,310,92,48,29,8,5,5,1,1,1995
10305,----,618,398,91,58,49,13,5,2,0,2,1995
10306,----,834,536,152,71,54,9,9,0,2,1,1995
10307,----,166,118,31,11,3,1,1,0,1,0,1995
10308,----,321,232,46,28,14,1,0,0,0,0,1995
10309,----,364,234,69,32,21,4,3,0,0,1,1995
10310,----,473,314,79,42,26,6,4,1,0,1,1995
10312,----,751,542,116,55,23,10,5,0,0,0,1995
10314,----,1470,902,271,165,81,26,17,4,4,0,1995
10451,----,686,397,95,76,73,23,10,7,4,1,1995
10452,----,435,335,39,29,20,4,6,1,1,0,1995
10453,----,433,315,65,18,21,7,6,1,0,0,1995
10454,----,459,234,78,51,63,22,11,0,0,0,1995
10455,----,466,289,74,52,34,10,4,3,0,0,1995
10456,----,346,218,61,34,21,7,2,1,1,1,1995
10457,----,563,385,61,59,43,6,4,1,2,2,1995
10458,----,902,631,122,65,54,16,5,5,2,2,1995
10459,----,408,277,50,37,27,9,5,3,0,0,1995
10460,----,364,252,41,26,26,12,4,2,0,1,1995
10461,----,1159,784,179,89,65,20,12,4,4,2,1995
10462,----,896,563,178,72,58,10,7,5,1,2,1995
10463,----,934,664,133,77,36,10,10,4,0,0,1995
10464,----,141,86,26,16,8,5,0,0,0,0,1995
10465,----,431,285,69,36,28,10,1,1,0,1,1995
10466,----,531,362,59,56,37,8,7,1,0,1,1995
10467,----,922,695,100,62,36,15,10,0,2,2,1995
10468,----,658,497,68,37,38,9,3,4,0,2,1995
10469,----,551,356,89,53,29,12,9,1,2,0,1995
10470,----,282,202,38,21,12,6,3,0,0,0,1995
10471,----,392,277,48,23,27,7,6,1,2,1,1995
10472,----,423,312,49,26,29,2,4,0,0,1,1995
10473,----,258,162,33,29,16,5,8,3,2,0,1995
10474,----,561,221,113,85,95,28,16,2,1,0,1995
10475,----,272,143,60,26,28,7,4,2,2,0,1995
11001,----,669,433,98,88,39,7,4,0,0,0,1995
11004,----,188,137,18,17,12,3,0,0,0,1,1995
11005,----,35,26,6,2,0,0,1,0,0,0,1995
11040,----,1414,819,259,158,103,40,24,4,4,3,1995
11096,----,211,136,34,23,10,3,5,0,0,0,1995
11101,----,2518,1184,445,344,308,144,71,15,5,2,1995
11102,----,556,403,79,39,22,7,3,2,1,0,1995
11103,----,883,626,141,61,45,8,1,0,0,1,1995
11104,----,452,344,55,28,19,5,0,0,0,1,1995
11105,----,705,502,104,40,34,13,8,3,0,1,1995
11106,----,805,520,103,91,55,28,8,0,0,0,1995
11201,----,2018,1192,335,214,165,58,29,12,6,7,1995
11203,----,665,447,93,51,45,16,8,1,0,4,1995
11204,----,1297,1002,147,80,43,14,8,2,1,0,1995
11205,----,619,306,126,83,68,17,16,2,0,1,1995
11206,----,756,438,108,82,87,17,15,4,1,4,1995
11207,----,656,370,104,65,82,18,12,4,1,0,1995
11208,----,531,313,71,66,54,13,12,2,0,0,1995
11209,----,1588,1145,232,127,62,11,7,1,1,2,1995
11210,----,783,560,112,59,40,6,4,2,0,0,1995
11211,----,1740,1063,276,193,125,49,21,5,6,2,1995
11212,----,494,326,84,38,25,10,7,1,2,1,1995
11213,----,420,294,55,40,26,2,1,1,0,1,1995
11214,----,1118,844,156,57,41,12,4,4,0,0,1995
11215,----,1235,811,209,106,70,24,11,1,2,1,1995
11216,----,451,309,58,39,31,9,4,1,0,0,1995
11217,----,704,461,107,60,46,17,7,5,1,0,1995
11218,----,1015,707,141,89,47,15,12,2,1,1,1995
11219,----,1708,1232,231,120,83,23,14,3,1,1,1995
11220,----,1187,741,192,112,95,36,8,0,2,1,1995
11221,----,346,227,56,35,23,3,1,1,0,0,1995
11222,----,1074,595,177,129,113,44,12,1,3,0,1995
11223,----,1292,951,163,103,50,17,6,2,0,0,1995
11224,----,421,299,48,25,33,7,5,3,0,1,1995
11225,----,387,287,38,28,26,4,4,0,0,0,1995
11226,----,882,650,112,62,36,11,9,1,0,1,1995
11228,----,610,444,92,45,23,4,0,1,1,0,1995
11229,----,1347,1010,189,79,52,10,6,0,1,0,1995
11230,----,1465,1118,180,88,51,15,9,1,2,1,1995
11231,----,647,379,104,79,59,15,10,1,0,0,1995
11232,----,904,444,168,138,89,38,23,4,0,0,1995
11233,----,239,170,23,19,15,7,3,0,1,1,1995
11234,----,1551,979,275,157,97,35,6,0,2,0,1995
11235,----,1523,1140,199,105,43,21,9,3,1,2,1995
11236,----,1001,649,172,87,62,12,14,4,1,0,1995
11237,----,675,371,88,98,73,30,13,0,0,2,1995
11238,----,486,307,76,45,41,7,6,2,1,1,1995
11239,----,51,29,10,3,5,2,1,1,0,0,1995
11241,----,89,60,12,10,4,1,1,1,0,0,1995
11242,----,115,88,11,9,5,2,0,0,0,0,1995
11354,----,1633,1126,237,131,85,29,17,5,3,0,1995
11355,----,1056,809,119,63,43,8,9,1,2,2,1995
11356,----,491,290,72,56,49,13,7,3,1,0,1995
11357,----,817,578,114,66,39,14,5,1,0,0,1995
11358,----,813,609,99,57,37,8,3,0,0,0,1995
11360,----,318,212,53,32,17,3,0,1,0,0,1995
11361,----,820,558,133,65,44,14,5,0,1,0,1995
11362,----,347,245,44,24,24,4,2,3,0,1,1995
11363,----,169,124,20,13,6,5,1,0,0,0,1995
11364,----,441,324,68,30,15,2,1,1,0,0,1995
11365,----,476,327,65,44,29,3,4,4,0,0,1995
11366,----,328,220,62,24,17,2,2,0,1,0,1995
11367,----,480,367,52,30,20,7,2,1,1,0,1995
11368,----,928,645,141,72,48,9,9,3,1,0,1995
11369,----,182,109,31,18,14,4,4,2,0,0,1995
11370,----,227,162,27,12,17,4,1,4,0,0,1995
11371,----,58,15,4,6,10,9,5,2,4,3,1995
11372,----,1236,957,159,66,44,5,3,2,0,0,1995
11373,----,1172,822,164,95,50,22,9,4,4,2,1995
11374,----,831,583,102,70,43,21,8,3,1,0,1995
11375,----,1925,1370,306,139,73,15,14,4,4,0,1995
11377,----,1381,962,166,103,102,28,17,1,2,0,1995
11378,----,888,481,144,103,87,37,28,6,1,1,1995
11379,----,391,268,48,37,25,5,7,1,0,0,1995
11385,----,1452,881,220,164,121,43,22,1,0,0,1995
11411,----,113,72,21,8,9,3,0,0,0,0,1995
11412,----,159,104,23,14,16,2,0,0,0,0,1995
11413,----,344,198,63,44,29,4,4,1,1,0,1995
11414,----,445,315,65,38,21,4,2,0,0,0,1995
11415,----,313,245,29,19,14,1,4,0,0,1,1995
11416,----,346,199,58,40,32,10,6,1,0,0,1995
11417,----,325,220,50,25,22,4,2,1,0,1,1995
11418,----,541,346,88,53,36,9,6,1,1,1,1995
11419,----,464,336,74,32,19,2,1,0,0,0,1995
11420,----,239,174,35,17,10,2,0,1,0,0,1995
11421,----,362,253,53,31,18,4,2,1,0,0,1995
11422,----,243,148,41,25,19,9,1,0,0,0,1995
11423,----,287,188,45,31,18,3,2,0,0,0,1995
11426,----,219,152,33,15,9,4,3,3,0,0,1995
11427,----,172,116,28,12,8,7,0,0,0,1,1995
11428,----,238,155,47,17,12,6,0,0,0,1,1995
11429,----,160,98,21,22,15,2,2,0,0,0,1995
11430,----,288,98,46,46,36,18,21,13,5,5,1995
11432,----,1017,694,140,86,54,21,10,4,5,3,1995
11433,----,240,115,44,40,27,7,6,1,0,0,1995
11434,----,768,414,159,101,65,15,9,5,0,0,1995
11435,----,598,396,93,60,31,14,3,1,0,0,1995
11436,----,50,30,10,4,4,2,0,0,0,0,1995
11691,----,394,248,59,30,32,10,9,3,0,3,1995
11692,----,67,34,11,7,5,5,5,0,0,0,1995
11693,----,90,58,13,9,8,0,2,0,0,0,1995
11694,----,285,209,40,18,12,2,4,0,0,0,1995
11697,----,32,20,6,2,3,1,0,0,0,0,1995
10001,----,7075,4139,1253,817,510,205,102,24,14,11,1996
10002,----,1919,1385,241,164,89,26,10,2,2,0,1996
10003,----,3417,2059,546,351,279,95,62,13,5,7,1996
10004,----,1133,543,194,123,141,59,52,12,3,6,1996
10005,----,1216,575,201,167,147,60,38,15,8,5,1996
10006,----,969,439,166,147,122,41,38,9,4,3,1996
10007,----,1254,751,213,128,96,31,22,10,0,3,1996
10009,----,673,477,88,55,35,9,6,2,1,0,1996
10010,----,3029,1676,540,369,260,92,58,14,12,8,1996
10011,----,3392,2093,527,351,257,94,39,23,4,4,1996
10012,----,2531,1533,491,245,185,61,13,2,0,1,1996
10013,----,5637,3485,927,551,459,158,42,6,9,0,1996
10014,----,1819,1119,286,188,129,51,29,13,2,2,1996
10016,----,5884,3415,1029,667,471,166,105,19,5,7,1996
10017,----,5713,2916,1003,733,568,229,163,59,28,14,1996
10018,----,6048,3129,1170,829,601,201,85,20,6,7,1996
10019,----,5006,2724,860,532,436,210,155,54,21,14,1996
10020,----,676,284,122,84,79,47,31,14,11,4,1996
10021,----,5207,3253,921,558,328,77,42,14,7,7,1996
10022,----,6745,3577,1182,836,638,272,168,35,24,13,1996
10023,----,2098,1332,315,213,145,43,27,16,3,4,1996
10024,----,1741,1188,251,157,98,31,13,0,3,0,1996
10025,----,1611,1108,271,125,72,22,8,3,1,1,1996
10026,----,156,118,18,15,4,0,1,0,0,0,1996
10027,----,705,435,96,70,70,13,10,6,2,3,1996
10028,----,1786,1129,324,206,99,16,9,2,0,1,1996
10029,----,651,425,97,57,46,13,5,2,3,3,1996
10030,----,165,109,24,17,13,2,0,0,0,0,1996
10031,----,468,360,49,31,15,7,5,0,1,0,1996
10032,----,628,476,77,42,25,3,2,0,2,1,1996
10033,----,848,664,103,39,27,10,4,0,0,1,1996
10034,----,471,394,35,17,13,6,4,1,1,0,1996
10035,----,355,208,68,37,27,8,2,2,0,3,1996
10036,----,5956,3534,981,617,436,192,131,33,22,10,1996
10037,----,141,74,30,21,10,3,0,2,0,1,1996
10038,----,2075,1144,358,253,169,73,42,23,8,5,1996
10039,----,84,45,16,13,8,2,0,0,0,0,1996
10040,----,455,381,40,21,4,4,3,0,2,0,1996
10044,----,68,46,10,2,5,3,0,0,0,2,1996
10048,----,1008,435,223,167,113,27,25,12,3,3,1996
10103,----,133,59,31,16,11,9,7,0,0,0,1996
10107,----,228,161,29,18,14,3,1,2,0,0,1996
10111,----,210,126,42,18,14,1,9,0,0,0,1996
10115,----,54,20,12,8,5,3,3,3,0,0,1996
10119,----,217,111,34,22,28,7,11,4,0,0,1996
10122,----,312,236,41,22,10,1,2,0,0,0,1996
10123,----,219,158,32,15,10,2,2,0,0,0,1996
10128,----,1541,1057,236,129,80,22,13,3,1,0,1996
10129,----,5,4,0,0,1,0,0,0,0,0,1996
10153,----,110,41,24,15,14,8,3,2,3,0,1996
10162,----,19,14,3,0,1,1,0,0,0,0,1996
10177,----,46,16,6,6,7,6,5,0,0,0,1996
10280,----,128,80,21,13,10,3,1,0,0,0,1996
10281,----,616,222,168,111,80,17,12,1,2,3,1996
10282,----,11,8,2,0,0,0,0,0,1,0,1996
10301,----,546,334,89,62,36,18,4,2,1,0,1996
10302,----,351,202,66,37,29,8,4,5,0,0,1996
10303,----,296,167,47,35,26,11,9,1,0,0,1996
10304,----,505,306,91,57,33,6,6,4,1,1,1996
10305,----,628,411,97,54,48,9,5,2,0,2,1996
10306,----,878,575,140,78,62,13,6,1,3,0,1996
10307,----,178,127,34,12,2,1,2,0,0,0,1996
10308,----,353,247,60,30,15,1,0,0,0,0,1996
10309,----,410,264,79,30,28,4,4,0,0,1,1996
10310,----,447,283,88,36,26,5,7,1,0,1,1996
10312,----,753,555,111,51,23,9,4,0,0,0,1996
10314,----,1474,921,256,170,78,25,17,5,2,0,1996
10451,----,712,427,96,78,66,26,8,5,5,1,1996
10452,----,472,362,47,30,19,7,5,2,0,0,1996
10453,----,467,343,58,31,21,7,5,2,0,0,1996
10454,----,472,241,79,63,54,23,11,1,0,0,1996
10455,----,509,331,76,60,26,9,2,5,0,0,1996
10456,----,386,256,54,36,23,11,2,2,1,1,1996
10457,----,606,421,55,67,42,9,7,2,1,2,1996
10458,----,956,690,106,80,53,15,4,6,1,1,1996
10459,----,440,304,51,41,26,9,9,0,0,0,1996
10460,----,384,275,38,26,30,7,4,3,0,1,1996
10461,----,1117,748,174,96,62,15,13,3,4,2,1996
10462,----,929,612,152,70,64,15,7,6,1,2,1996
10463,----,954,692,138,68,34,8,9,4,1,0,1996
10464,----,142,81,29,20,10,1,1,0,0,0,1996
10465,----,414,273,69,33,25,10,2,1,0,1,1996
10466,----,548,377,57,57,39,11,4,2,0,1,1996
10467,----,950,722,103,65,31,13,11,1,2,2,1996
10468,----,681,515,73,42,32,10,2,4,2,1,1996
10469,----,554,360,83,59,30,11,8,1,2,0,1996
10470,----,286,201,38,23,16,4,4,0,0,0,1996
10471,----,376,252,52,26,30,6,5,2,2,1,1996
10472,----,419,310,52,23,27,2,3,1,1,0,1996
10473,----,285,173,36,36,17,9,9,4,1,0,1996
10474,----,556,219,114,84,95,29,14,0,1,0,1996
10475,----,280,152,49,32,31,8,4,2,2,0,1996
11001,----,656,434,98,77,34,9,4,0,0,0,1996
11004,----,176,130,19,14,9,2,1,0,0,1,1996
11005,----,36,22,7,4,2,0,1,0,0,0,1996
11040,----,1335,794,231,148,101,39,12,4,3,3,1996
11096,----,220,143,36,19,14,3,4,1,0,0,1996
11101,----,2513,1178,448,346,303,143,70,17,6,2,1996
11102,----,565,396,83,36,31,12,4,2,1,0,1996
