,census_tract,cluster,code
1432,36081006201,3,4006201
1433,36081006202,1,4006202
1434,36081006300,1,4006300
1435,36081006501,3,4006501
1436,36081006502,3,4006502
1437,36081006900,3,4006900
1438,36081007100,3,4007100
1439,36081007300,1,4007300
1440,36081007500,3,4007500
1441,36081007700,0,4007700
1442,36081007900,3,4007900
1443,36081008100,0,4008100
1444,36081008300,3,4008300
1445,36081008500,0,4008500
1446,36081008600,3,4008600
1447,36081008700,3,4008700
1448,36081008800,4,4008800
1449,36081009100,0,4009100
1450,36081009400,0,4009400
1451,36081009500,0,4009500
1452,36081009600,3,4009600
1453,36081009700,3,4009700
1454,36081009800,0,4009800
1455,36081009900,0,4009900
1456,36081010000,3,4010000
1457,36081010100,0,4010100
1458,36081010200,0,4010200
1459,36081010300,3,4010300
1460,36081010400,3,4010400
1461,36081010500,3,4010500
1462,36081010600,3,4010600
1463,36081010701,0,4010701
1464,36081010800,3,4010800
1465,36081011000,3,4011000
1466,36081011100,3,4011100
1467,36081011200,0,4011200
1468,36081011300,3,4011300
1469,36081011400,0,4011400
1470,36081011500,0,4011500
1471,36081011600,0,4011600
1472,36081011700,3,4011700
1473,36081011800,4,4011800
1474,36081011900,0,4011900
1475,36081012000,0,4012000
1476,36081012100,0,4012100
1477,36081012200,0,4012200
1478,36081012301,3,4012301
1479,36081012400,3,4012400
1480,36081012500,0,4012500
1481,36081012601,0,4012601
1482,36081012602,3,4012602
1483,36081012800,0,4012800
1484,36081013000,0,4013000
1485,36081013200,0,4013200
1486,36081013400,1,4013400
1487,36081013500,0,4013500
1488,36081013600,3,4013600
1489,36081013700,0,4013700
1490,36081013800,3,4013800
1491,36081014000,3,4014000
1492,36081014100,0,4014100
1493,36081014201,3,4014201
1494,36081014202,0,4014202
1495,36081014300,3,4014300
1496,36081014400,0,4014400
1497,36081014500,0,4014500
1498,36081014700,3,4014700
1499,36081014800,0,4014800
1500,36081014900,0,4014900
1501,36081015000,0,4015000
1502,36081015100,0,4015100
1503,36081015200,0,4015200
1504,36081015300,0,4015300
1505,36081015400,0,4015400
1506,36081015500,0,4015500
1507,36081015600,3,4015600
1508,36081015700,0,4015700
1509,36081015801,3,4015801
1510,36081015802,3,4015802
1511,36081015900,3,4015900
1512,36081016100,0,4016100
1513,36081016300,3,4016300
1514,36081016400,3,4016400
1515,36081016600,3,4016600
1516,36081016800,3,4016800
1517,36081016900,3,4016900
1518,36081017000,0,4017000
1519,36081017100,0,4017100
1520,36081017200,0,4017200
1521,36081017400,0,4017400
1522,36081017600,0,4017600
1523,36081017800,0,4017800
1524,36081017900,0,4017900
1525,36081018000,0,4018000
1526,36081018101,3,4018101
1527,36081018102,3,4018102
1528,36081018200,0,4018200
1529,36081018300,1,4018300
1530,36081018401,0,4018401
1531,36081018402,0,4018402
1532,36081018501,3,4018501
1533,36081018502,3,4018502
1534,36081018600,0,4018600
1535,36081018700,3,4018700
1536,36081018800,0,4018800
1537,36081018900,3,4018900
1538,36081019000,0,4019000
1539,36081019200,0,4019200
1540,36081019400,0,4019400
1541,36081019600,0,4019600
1542,36081019800,0,4019800
1543,36081019900,0,4019900
1544,36081020200,0,4020200
1545,36081020400,0,4020400
1546,36081020500,0,4020500
1547,36081020600,0,4020600
1548,36081020800,0,4020800
1549,36081021200,0,4021200
1550,36081021400,1,4021400
1551,36081021600,3,4021600
1552,36081021900,0,4021900
1553,36081022001,3,4022001
1554,36081022002,3,4022002
1555,36081022900,0,4022900
1556,36081023000,0,4023000
1557,36081023200,3,4023200
1558,36081023500,1,4023500
1559,36081023600,0,4023600
1560,36081023800,3,4023800
1561,36081024000,3,4024000
1562,36081024300,3,4024300
1563,36081024500,3,4024500
1564,36081024600,0,4024600
1565,36081024700,0,4024700
1566,36081024900,3,4024900
1567,36081025100,3,4025100
1568,36081025301,3,4025301
1569,36081025302,3,4025302
1570,36081025400,1,4025400
1571,36081025500,0,4025500
1572,36081025700,0,4025700
1573,36081025800,0,4025800
1574,36081025900,3,4025900
1575,36081026000,0,4026000
1576,36081026100,1,4026100
1577,36081026200,0,4026200
1578,36081026300,1,4026300
1579,36081026400,0,4026400
1580,36081026500,3,4026500
1581,36081026600,0,4026600
1582,36081026700,3,4026700
1583,36081026901,3,4026901
